n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,128716271503693.0,2,2,3067584750892.7573,0.0,178.88418796685082,377.82011035706216,0.16151108300255146
1,400,123722507517601.38,3,3,8162552698295.706,0.0,148.71955966810256,382.55514995625174,0.8170985420001671
2,600,153111879785681.8,10,10,58091026089037.9,0.0,125.22180924795346,386.9212243743025,0.7829025419996469
3,800,138356905257128.69,19,17,70495006347186.53,0.0,112.63958511404476,381.7661346506461,0.7723618749951129
4,1000,114574305672911.4,32,24,84974069141626.42,0.0,112.75438380954321,381.64207132263294,0.7696974999998929
5,1200,141300372255515.88,53,39,87983023681550.22,0.0,84.26771538955363,371.340442048536,0.7915405419989838
6,1400,170446225005205.22,105,56,100769872344492.45,0.0,45.60005034017039,356.87231662293993,0.8478400000021793
7,1600,127645560764861.92,156,104,127473891523155.52,0.0,32.637133233368814,358.08592925527466,2.261177583000972
8,1800,143848034472392.9,200,133,143848034472392.9,0.0,0.0,0.0,5.951911707998079
9,2000,136789510721581.1,200,149,136789510721581.1,0.0,0.0,0.0,8.140592499999912
10,2200,148226819547197.34,200,159,148226819547197.34,0.0,0.0,0.0,10.934980417005136
11,2400,171917286103911.78,200,160,171917286103911.78,0.0,0.0,0.0,12.260051999997813
12,2600,184492123820117.62,200,161,184492123820117.62,0.0,0.0,0.0,11.717011875000026
13,2800,184834694744539.53,200,157,184834694744539.53,0.0,0.0,0.0,12.213051541999448
14,3000,184621740390850.5,200,169,184621740390850.5,0.0,0.0,0.0,227.78159858399886
15,3200,185058790227968.88,200,162,185058790227968.88,0.0,0.0,0.0,1045.980266999999
16,3400,186140707620291.16,200,172,186140707620291.16,0.0,0.0,0.0,2010.0484864579994
17,3600,186690161268245.8,200,178,186690161268245.8,0.0,0.0,0.0,2964.717657125002
18,3800,186709625021044.5,200,180,186709625021044.5,0.0,0.0,0.0,3482.6269197080037
19,4000,191314225321204.75,200,176,191314225321204.75,0.0,0.0,0.0,3262.3909726669954
20,4200,191383029797161.28,200,177,191383029797161.28,0.0,0.0,0.0,3783.075585582992
